Name,Native,Status,"Population
Census
2002-10-09","Population
Census
2010-10-14","Population
Estimate
2015-01-01"
Zaigrajevskij Rajon [Zaigrayevsky Raion],Заиграевский район,District,50896,49975,49964
Zakamenskij Rajon [Zakamensky Raion],Закаменский район,District,29692,28453,26936
Chakasija [Khakassia],Республика Хакасия,Republic,546072,532403,535796
Abakan,г. Абакан,City,165197,165214,176212
Abaza,г. Абаза,City,18052,17115,16009
Altajskij Rajon [Altaysky Raion],Алтайский район,District,23894,25559,25962
Askizskij Rajon [Askizsky Raion],Аскизский район,District,43601,40912,39102
Bejskij Rajon [Beysky Raion],Бейский район,District,21100,19305,18386
Bogradskij Rajon [Bogradsky Raion],Боградский район,District,16286,15869,15007
Černogorsk [Chernogorsk],г. Черногорск,City with Environs,76428,74773,76259
Ordžonikidzevskij Rajon [Ordzhonikidzevsky Raion],Орджоникидзевский район,District,15779,12841,11766
Sajanogorsk [Sayanogorsk],г. Саяногорск,City with Environs,64687,63322,61977
Širinskij Rajon [Shirinsky Raion],Ширинский район,District,31720,29371,26775
Sorsk,г. Сорск,City,13313,12143,11485
Taštypskij Rajon [Tashtypsky Raion],Таштыпский район,District,...,16582,15557
Ust'-Abakanskij Rajon [Ust-Abakansky Raion],Усть-Абаканский район,District,...,39397,41299
Irkutsk,Иркутская область,Province (Oblast),2581705,2428750,2414913
Alarskij Rajon [Alarsky Raion],Аларский район,District,26742,21479,20821
Angarskij Rajon [Angarsky Raion],Ангарский район,District,262750,245577,239574
Bajandajevskij Rajon [Bayandayevsky Raion],Баяндаевский район,District,13730,11529,11030
Balaganskij Rajon [Balagansky Raion],Балаганский район,District,9973,9194,8664
Bochanskij Rajon [Bokhansky Raion],Боханский район,District,26897,25398,24975
Bodajbinskij Rajon [Bodaybinsky Raion],Бодайбинский район,District,27321,23227,20923
Bratsk,г. Братск,City,259335,246319,236313
Bratskij Rajon [Bratsky Raion],Братский район,District,65240,56878,53817
Čeremchovo [Cheremkhovo],г. Черемхово,City,60107,52647,51373
Čeremchovskij Rajon [Cheremkhovsky Raion],Черемховский район,District,32746,30114,29070
Čunskij Rajon [Chunsky Raion],Чунский район,District,41829,36516,33977
Èchirit-Bulagatskij Rajon [Ekhirit-Bulagatsky Raion],Эхирит-Булагатский район,District,29787,30597,29331
Irkutsk,г. Иркутск,City,593604,587891,620099
Irkutskij Rajon [Irkutsky Raion],Иркутский район,District,59850,84322,107010
Kačugskij Rajon [Kachugsky Raion],Качугский район,District,20501,17388,17107
Katangskij Rajon [Katangsky Raion],Катангский район,District,4579,3779,3484
Kazačinsko-Lenskij Rajon [Kazachinsko-Lensky Raion],Казачинско-Ленский район,District,21127,18829,17360
Kirenskij Rajon [Kirensky Raion],Киренский район,District,23830,20322,18500
Kujtunskij Rajon [Kuytunsky Raion],Куйтунский район,District,38311,31856,29499
Mamsko-Čujskij Rajon [Mamsko-Chuysky Raion],Мамско-Чуйский район,District,7990,5501,4518
Nižneilimskij Rajon [Nizhneilimsky Raion],Нижнеилимский район,District,63727,55096,50595
Nižneudinskij Rajon [Nizhneudinsky Raion],Нижнеудинский район,District,78129,69423,64991
Nukutskij Rajon [Nukutsky Raion],Нукутский район,District,17209,15743,15727
Ol'chonskij Rajon [Olkhonsky Raion],Ольхонский район,District,8955,9446,9524
Osinskij Rajon [Osinsky Raion],Осинский район,District,20962,20431,20877
Sajansk [Sayansk],г. Саянск,City,43468,40800,38887
Šelechovskij Rajon [Shelekhovsky Raion],Шелеховский район,District,59356,62378,64283
Sljudjanskij Rajon [Slyudyansky Raion],Слюдянский район,District,44039,40509,39833
Svirsk,г. Свирск,City,15500,13650,13194
Tajšetskij Rajon [Tayshetsky Raion],Тайшетский район,District,91100,79519,75499
Tulun,г. Тулун,City,51848,44611,42029
Tulunskij Rajon [Tulunsky Raion],Тулунский район,District,29495,27285,26073
Usolje-Sibirskoje [Usolye-Sibirskoye],г. Усолье-Сибирское,City,90161,83327,79363
Usol'skij Rajon [Usolsky Raion],Усольский район,District,50561,50334,51139
Ust'-Ilimsk [Ust-Ilimsk],г. Усть-Илимск,City,100592,86610,83023
Ust'-Ilimskij Rajon [Ust-Ilimsky Raion],Усть-Илимский район,District,21154,18589,16179
Ust'-Kutskij Rajon [Ust-Kutsky Raion],Усть-Кутский район,District,60716,53791,50718
Ust'-Udinskij Rajon [Ust-Udinsky Raion],Усть-Удинский район,District,16747,14385,13847
Zalarinskij Rajon [Zalarinsky Raion],Заларинский район,District,32010,28229,27922
Žigalovskij Rajon [Zhigalovsky Raion],Жигаловский район,District,10408,9340,8624
Zima,г. Зима,City,34899,32508,31440
Ziminskij Rajon [Ziminsky Raion],Зиминский район,District,14420,13383,13701
Kemerovo,Кемеровская область,Province (Oblast),2899142,2763135,2724990
Anžero-Sudžensk [Anzhero-Sudzhensk],Анжеро-Судженский городской округ,City with Environs,92557,82497,79629
Belovo,Беловский городской округ,City with Environs,...,134513,130237
Belovskij Rajon [Belovsky Raion],Беловский район,District,33382,30204,28204
Berëzovskij [Beryozovsky],Берёзовский городской округ,City with Environs,52794,49510,49495
Čebulinskij Rajon [Chebulinsky Raion],Чебулинский район,District,17971,16348,15036
Gurjevskij Rajon [Guryevsky Raion],Гурьевский район,District,49147,43883,41497
Ižmorskij Rajon [Izhmorsky Raion],Ижморский район,District,16476,13517,11798
Jajskij Rajon [Yaysky Raion],Яйский район,District,24982,20383,18809
Jaškinskij Rajon [Yashkinsky Raion],Яшкинский район,District,34131,30856,29045
Jurga [Yurga],г. Юрга,City,85555,81533,81139
Jurginskij Rajon [Yurginsky Raion],Юргинский район,District,22779,22448,22247
Kaltan,Калтанский городской округ,City with Environs,25951,21892,30895
Kemerovo,г. Кемерово,City,529934,532981,549159
Kemerovskij Rajon [Kemerovsky Raion],Кемеровский район,District,39036,45459,46792
Kiselëvsk [Kiselyovsk],Киселевский городской округ,City with Environs,110777,103019,98520
Krapivinskij Rajon [Krapivinsky Raion],Крапивинский район,District,27658,24533,23646
Krasnobrodskij [Krasnobrodsky],Краснобродский городской округ,Settlement with Environs,...,14895,14609
Leninsk-Kuzneckij [Leninsk-Kuznetsky],г. Ленинск-Кузнецкий,City with Environs,...,103938,100817
Leninsk-Kuzneckij Rajon [Leninsk-Kuznetsky Raion],Ленинск-Кузнецкий район,District,27825,23760,22560
Mariinskij Rajon [Mariinsky Raion],Мариинский район,District,62159,57811,55871
Meždurečensk [Mezhdurechensky Urban Okrug],Междуреченский городской округ,City with Environs,104645,103946,100906
Myski,Мысковский городской округ,City with Environs,47021,45375,44532
Novokuzneck [Novokuznetsk],г. Новокузнецк,City,565680,547904,550127
Novokuzneckij Rajon [Novokuznetsky Raion],Новокузнецкий район,District,50812,50681,50406
Osinniki,Осинниковский городской округ,City with Environs,67683,60918,48699
Polysajevo [Polysayevo],Полысаевский городской округ,City with Environs,...,30671,29894
Prokopjevsk [Prokopyevsk],г. Прокопьевск,City,225898,210130,200547
Prokopjevskij Rajon [Prokopyevsky Raion],Прокопьевский район,District,33705,31442,30944
Promyšlennovskij Rajon [Promyshlennovsky Raion],Промышленновский район,District,50125,50106,48904
