Name,Native,Status,"Population
Census
2002-10-09","Population
Census
2010-10-14","Population
Estimate
2015-01-01"
Ljambirskij Rajon [Lyambirsky Raion],Лямбирский район,District,33872,34142,34498
Romodanovskij Rajon [Romodanovsky Raion],Ромодановский район,District,21986,20702,19965
Ruzajevskij Rajon [Ruzayevsky Raion],Рузаевский район,District,68881,66382,64888
Saransk,г. Саранск,City with Environs,332237,324973,331654
Starošajgovskij Rajon [Staroshaygovsky Raion],Старошайговский район,District,15870,14071,12727
Temnikovskij Rajon [Temnikovsky Raion],Темниковский район,District,21172,17261,15101
Ten'guševskij Rajon [Tengushevsky Raion],Теньгушевский район,District,14286,12340,11050
Torbejevskij Rajon [Torbeyevsky Raion],Торбеевский район,District,23285,21479,19722
Zubovo-Poljanskij Rajon [Zubovo-Polyansky Raion],Зубово-Полянский район,District,65735,59256,55829
Nižnij Novgorod [Nizhny Novgorod],Нижегородская область,Province (Oblast),3524028,3310597,3270203
Ardatovskij Rajon [Ardatovsky Raion],Ардатовский район,District,30346,26428,23850
Arzamas,г. Арзамас,City,109432,106362,104831
Arzamasskij Rajon [Arzamassky Raion],Арзамасский район,District,46086,43723,42278
Balachninskij Rajon [Balakhninsky Raion],Балахнинский район,District,83683,77598,76949
Bogorodskij Rajon [Bogorodsky Raion],Богородский район,District,67959,65677,66286
Bol'šeboldinskij Rajon [Bolsheboldinsky Raion],Большеболдинский район,District,13035,12035,11463
Bol'šemuraškinskij Rajon [Bolshemurashkinsky Raion],Большемурашкинский район,District,12585,10508,10127
Bor,г. Бор,City with Environs,125573,121023,121972
Buturlinskij Rajon [Buturlinsky Raion],Бутурлинский район,District,16723,14471,13885
Čkalovskij Rajon [Chkalovsky Raion],Чкаловский район,District,25509,21963,20616
Dal'nekonstantinovskij Rajon [Dalnekonstantinovsky Raion],Дальнеконстантиновский район,District,25251,22474,21832
Divejevskij Rajon [Diveyevsky Raion],Дивеевский район,District,17848,16618,15967
Dzeržinsk [Dzerzhinsk],г. Дзержинск,City with Environs,270902,251016,244616
Gaginskij Rajon [Gaginsky Raion],Гагинский район,District,15079,12444,11545
Gorodeckij Rajon [Gorodetsky Raion],Городецкий район,District,97142,91577,89201
Knjagininskij Rajon [Knyagininsky Raion],Княгининский район,District,12758,11922,11999
Koverninskij Rajon [Koverninsky Raion],Ковернинский район,District,21404,19951,18960
Krasnobakovskij Rajon [Krasnobakovsky Raion],Краснобаковский район,District,26047,22524,21946
Krasnooktjabr'skij Rajon [Krasnooktyabrsky Raion],Краснооктябрьский район,District,13496,11729,10439
Kstovskij Rajon [Kstovsky Raion],Кстовский район,District,113703,112823,115789
Kulebakskij Rajon [Kulebaksky Raion],Кулебакский район,District,57000,52377,49769
Lukojanovskij Rajon [Lukoyanovsky Raion],Лукояновский район,District,35828,32384,30424
Lyskovskij Rajon [Lyskovsky Raion],Лысковский район,District,43755,39964,38983
Navašinskij Rajon [Navashinsky Raion],Навашинский район,District,27617,24296,23082
Nižnij Novgorod [Nizhny Novgorod],г. Нижний Новгород,City with Environs,1319644,1259738,1276560
Pavlovskij Rajon [Pavlovsky Raion],Павловский район,District,108240,100960,96715
Perevozskij Rajon [Perevozsky Raion],Перевозский район,District,18024,16519,15975
Pervomajsk [Pervomaysk],г. Первомайск,City with Environs,22344,20455,18998
Pil'ninskij Rajon [Pilninsky Raion],Пильнинский район,District,25352,21960,20264
Počinkovskij Rajon [Pochinkovsky Raion],Починковский район,District,33788,30668,29134
Šachun'ja [Shakhunya],г. Шахунья,City with Environs,44433,39625,37160
Šarangskij Rajon [Sharangsky Raion],Шарангский район,District,13743,12450,11929
Sarov,г. Саров,City,87652,92047,94417
Šatkovskij Rajon [Shatkovsky Raion],Шатковский район,District,28841,27018,24852
Sečenovskij Rajon [Sechenovsky Raion],Сеченовский район,District,17741,15446,14578
Semënov [Semyonov],Семеновский городской округ,City with Environs,52947,49152,48081
Sergačskij Rajon [Sergachsky Raion],Сергачский район,District,35779,31296,29215
Sokol'skij Rajon [Sokolsky Raion],Сокольский район,District,16137,14139,13341
Sosnovskij Rajon [Sosnovsky Raion],Сосновский район,District,21923,19546,18686
Spasskij Rajon [Spassky Raion],Спасский район,District,13533,10998,9958
Tonkinskij Rajon [Tonkinsky Raion],Тонкинский район,District,11097,9007,8147
Tonšajevskij Rajon [Tonshayevsky Raion],Тоншаевский район,District,20038,20219,19018
Urenskij Rajon [Urensky Raion],Уренский район,District,32045,30106,28842
Vačskij Rajon [Vachsky Raion],Вачский район,District,23349,19979,18398
Vadskij Rajon [Vadsky Raion],Вадский район,District,16442,15626,14681
Varnavinskij Rajon [Varnavinsky Raion],Варнавинский район,District,15867,13366,12723
Vetlužskij Rajon [Vetluzhsky Raion],Ветлужский район,District,18902,16330,15182
Volodarskij Rajon [Volodarsky Raion],Володарский район,District,59498,58807,58169
Vorotynskij Rajon [Vorotynsky Raion],Воротынский район,District,21844,19411,19011
Voskresenskij Rajon [Voskresensky Raion],Воскресенский район,District,25083,21645,20018
Voznesenskij Rajon [Voznesensky Raion],Вознесенский район,District,19790,17352,15928
Vyksa,г. Выкса,City with Environs,91191,84845,83414
Orenburg,Оренбургская область,Province (Oblast),2179551,2033072,2001110
Abdulinskij Rajon [Abdulinsky Raion],Абдулинский район,District,36022,30546,27538
Adamovskij Rajon [Adamovsky Raion],Адамовский район,District,31133,26079,24550
Akbulakskij Rajon [Akbulaksky Raion],Акбулакский район,District,30723,25606,25348
Aleksandrovskij Rajon [Alexandrovsky Raion],Александровский район,District,19962,15702,14750
Asekejevskij Rajon [Asekeyevsky Raion],Асекеевский район,District,24492,21050,18831
Beljaevskij Rajon [Belyayevsky Raion],Беляевский район,District,20108,17074,16238
Buguruslan,г. Бугуруслан,City with Environs,54313,50226,50305
Buguruslanskij Rajon [Buguruslansky Raion],Бугурусланский район,District,23523,19680,18597
Buzuluk,г. Бузулук,City,87286,82904,85199
Buzulukskij Rajon [Buzuluksky Raion],Бузулукский район,District,33113,31071,30589
Dombarovskij Rajon [Dombarovsky Raion],Домбаровский район,District,19188,15994,15219
Gaj [Gay],г. Гай,City with Environs,42321,38925,36685
Gajskij Rajon [Gaysky Raion],Гайский район,District,12188,10331,9419
Gračëvskij Rajon [Grachyovsky Raion],Грачёвский район,District,16198,13495,12421
Ilekskij Rajon [Ileksky Raion],Илекский район,District,28793,25150,24436
Jasnenskij Rajon [Yasnensky Raion],Ясненский район,District,25985,22406,19804
Komarovskij [Komarovsky],пгт. Комаровский,Settlement with Environs,8344,8064,8050
Krasnogvardejskij Rajon [Krasnogvardeysky Raion],Красногвардейский район,District,25451,21097,19729
Kurmanajevskij Rajon [Kurmanayevsky Raion],Курманаевский район,District,21364,17705,16538
Kuvandykskij Rajon [Kuvandyksky Raion],Кувандыкский район,District,53110,45714,42703
Kvarkenskij Rajon [Kvarkensky Raion],Кваркенский район,District,23525,18655,16745
Matvejevskij Rajon [Matveyevsky Raion],Матвеевский район,District,15627,12267,11386
Mednogorsk,г. Медногорск,City with Environs,33648,29120,27775
Novoorskij Rajon [Novoorsky Raion],Новоорский район,District,33085,29428,28169
Novosergijevskij Rajon [Novosergiyevsky Raion],Новосергиевский район,District,37837,36322,35435
Novotroick [Novotroitsk],г. Новотроицк,City with Environs,113577,105367,98755
Oktjabr'skij Rajon [Oktyabrsky Raion],Октябрьский район,District,22005,20018,19662
Orenburg,г. Оренбург,City with Environs,565141,563876,576808
Orenburgskij Rajon [Orenburgsky Raion],Оренбургский район,District,65130,74404,85250
Orsk,г. Орск,City with Environs,255418,244004,236962
Perevolockij Rajon [Perevolotsky Raion],Переволоцкий район,District,29088,28345,27329
Pervomajskij Rajon [Pervomaysky Raion],Первомайский район,District,30161,25626,24791
Ponomarëvskij Rajon [Ponomaryovsky Raion],Пономарёвский район,District,17790,15463,14543
Sakmarskij Rajon [Sakmarsky Raion],Сакмарский район,District,28569,29179,28972
Saraktašskij Rajon [Saraktashsky Raion],Саракташский район,District,42307,40145,40225
Šarlykskij Rajon [Sharlyksky Raion],Шарлыкский район,District,22128,18032,16994
Severnyj Rajon [Severny Raion],Северный район,District,18511,15012,13333
Sol'-Ileckij Rajon [Sol-Iletsky Raion],Соль-Илецкий район,District,55308,53801,51975
Soročinsk [Sorochinsk],г. Сорочинск,City,30136,29249,28367
Soročinskij Rajon [Sorochinsky Raion],Сорочинский район,District,16742,14192,13333
Svetlinskij Rajon [Svetlinsky Raion],Светлинский район,District,18356,13876,12645
Tašlinskij Rajon [Tashlinsky Raion],Ташлинский район,District,26886,25281,24602
Tjul'ganskij Rajon [Tyulgansky Raion],Тюльганский район,District,23627,19725,18489
Tockij Rajon [Totsky Raion],Тоцкий район,District,41332,32866,31616
Penza,Пензенская область,Province (Oblast),1452941,1386186,1355618
Bašmakovskij Rajon [Bashmakovsky Raion],Башмаковский район,District,25159,23304,21483
Bekovskij Rajon [Bekovsky Raion],Бековский район,District,18853,17531,15982
Belinskij Rajon [Belinsky Raion],Белинский район,District,33569,28881,25803
Bessonovskij Rajon [Bessonovsky Raion],Бессоновский район,District,41647,45296,47630
Gorodiščenskij Rajon [Gorodishchensky Raion],Городищенский район,District,53125,52480,50156
Issinskij Rajon [Issinsky Raion],Иссинский район,District,12611,11157,10176
Kamenskij Rajon [Kamensky Raion],Каменский район,District,65683,62322,58230
Kameškirskij Rajon [Kameshkirsky Raion],Камешкирский район,District,14404,12802,11836
Kolyšlejskij Rajon [Kolyshleysky Raion],Колышлейский район,District,27751,26187,24343
Kuzneck [Kuznetsk],г. Кузнецк,City,92196,88839,85231
Kuzneckij Rajon [Kuznetsky Raion],Кузнецкий район,District,41712,38056,37608
Lopatinskij Rajon [Lopatinsky Raion],Лопатинский район,District,16190,14942,13674
Luninskij Rajon [Luninsky Raion],Лунинский район,District,23247,19944,19260
Maloserdobinskij Rajon [Maloserdobinsky Raion],Малосердобинский район,District,11412,9824,9084
Mokšanskij Rajon [Mokshansky Raion],Мокшанский район,District,30929,28033,27262
Narovčatskij Rajon [Narovchatsky Raion],Наровчатский район,District,13839,12069,10919
Neverkinskij Rajon [Neverkinsky Raion],Неверкинский район,District,18538,16329,14846
Nikol'skij Rajon [Nikolsky Raion],Никольский район,District,39175,34271,32213
Nižnelomovskij Rajon [Nizhnelomovsky Raion],Нижнеломовский район,District,46540,41974,39252
Pačelmskij Rajon [Pachelmsky Raion],Пачелмский район,District,18995,16310,15316
Penza,г. Пенза,City,518437,517311,522823
Penzenskij Rajon [Penzensky Raion],Пензенский район,District,51531,51308,56263
Šemyšejskij Rajon [Shemysheysky Raion],Шемышейский район,District,19063,17661,16828
Serdobskij Rajon [Serdobsky Raion],Сердобский район,District,59655,54520,51245
Sosnovoborskij Rajon [Sosnovoborsky Raion],Сосновоборский район,District,20510,17242,15809
Spasskij Rajon [Spassky Raion],Спасский район,District,13827,13008,12062
Tamalinskij Rajon [Tamalinsky Raion],Тамалинский район,District,19083,16503,14838
Vadinskij Rajon [Vadinsky Raion],Вадинский район,District,11218,9807,8785
Zarečnyj [Zarechny],г. Заречный,City,62970,63601,64497
Zemetčinskij Rajon [Zemetchinsky Raion],Земетчинский район,District,31072,24674,22164
Perm' [Perm],Пермский край,Territory (Kraj),2819421,2635276,2637032
Aleksandrovskij Rajon [Alexandrovsky Raion],Александровский район,District,36508,31477,29353
Bardymskij Rajon [Bardymsky Raion],Бардымский район,District,27904,25538,24700
Berezniki,г. Березники,City,175297,156466,148955
Berëzovskij Rajon [Beryozovsky Raion],Берёзовский район,District,18516,17042,15889
Bol'šesosnovskij Rajon [Bolshesosnovsky Raion],Большесосновский район,District,15295,13215,12861
Čajkovskij Rajon [Chaykovsky Raion],Чайковский район,District,109768,103849,104809
Častinskij Rajon [Chastinsky Raion],Частинский район,District,14675,12817,12800
Čerdynskij Rajon [Cherdynsky Raion],Чердынский район,District,35152,24568,21728
Černušinskij Rajon [Chernushinsky Raion],Чернушинский район,District,53746,50593,50384
Čusovskoj Rajon [Chusovskoy Raion],Чусовской район,District,77111,71187,69107
Dobrjanskij Rajon [Dobryansky Raion],Добрянский район,District,62580,57010,56553
Gajnskij Rajon [Gaynsky Raion],Гайнский район,District,17351,13802,12376
Gornozavodskij Rajon [Gornozavodsky Raion],Горнозаводский район,District,30172,26044,24601
Gremjačinskij Rajon [Gremyachinsky Raion],Гремячинский район,District,18144,13953,11979
Gubacha [Gubakha],г. Губаха,City with Environs,45955,38996,35794
Il'inskij Rajon [Ilyinsky Raion],Ильинский район,District,21141,19634,19166
Jelovskij Rajon [Yelovsky Raion],Еловский район,District,13121,10743,9534
Jurlinskij Rajon [Yurlinsky Raion],Юрлинский район,District,12162,9609,8766
Jus'vinskij Rajon [Yusvinsky Raion],Юсьвинский район,District,23724,19558,18488
Karagajskij Rajon [Karagaysky Raion],Карагайский район,District,24792,22875,21609
Kišertskij Rajon [Kishertsky Raion],Кишертский район,District,15093,12777,12172
Kizelovskij Rajon [Kizelovsky Raion],Кизеловский район,District,35099,25065,21764
Kočëvskij Rajon [Kochyovsky Raion],Кочёвский район,District,12856,11167,10496
Kosinskij Rajon [Kosinsky Raion],Косинский район,District,8541,7246,6706
Krasnokamskij Rajon [Krasnokamsky Raion],Краснокамский район,District,71390,70272,73319
Krasnovišerskij Rajon [Krasnovishersky Raion],Красновишерский район,District,27871,22554,21179
Kudymkar,г. Кудымкар,City,31914,28967,30739
Kudymkarskij Rajon [Kudymkarsky Raion],Кудымкарский район,District,29528,25808,23719
Kujedinskij Rajon [Kuyedinsky Raion],Куединский район,District,31429,26952,25561
Kungur,г. Кунгур,City,68943,66074,66606
Kungurskij Rajon [Kungursky Raion],Кунгурский район,District,46332,42450,42619
Lys'va [Lysva],Лысьвенский городской округ,City with Environs,85905,78190,74960
Nytvenskij Rajon [Nytvensky Raion],Нытвенский район,District,47779,43812,42476
Očërskij Rajon [Ochyorsky Raion],Очёрский район,District,25347,22828,22751
Ochanskij Rajon [Okhansky Raion],Оханский район,District,17873,16272,16202
Oktjabr'skij Rajon [Oktyabrsky Raion],Октябрьский район,District,36463,30441,28680
Ordinskij Rajon [Ordinsky Raion],Ординский район,District,17077,15605,15137
Osinskij Rajon [Osinsky Raion],Осинский район,District,33666,29513,29104
Perm' [Perm],Пермский городской округ,City with Environs,1010947,991170,1036476
Permskij Rajon [Permsky Raion],Пермский район,District,91676,103444,106103
Sivinskij Rajon [Sivinsky Raion],Сивинский район,District,17445,14843,14298
Solikamsk,г. Соликамск,City,102531,97384,95514
Solikamskij Rajon [Solikamsky Raion],Соликамский район,District,18333,17165,16618
Suksunskij Rajon [Suksunsky Raion],Суксунский район,District,21925,20099,19711
Uinskij Rajon [Uinsky Raion],Уинский район,District,13360,11440,10628
Usol'skij Rajon [Usolsky Raion],Усольский район,District,13398,14232,14241
Vereščaginskij Rajon [Vereshchaginsky Raion],Верещагинский район,District,43958,41379,40859
Zvëzdnyj [Zvyozdny],пгт. Звёздный,Urban Settlement,9628,9151,8942
Samara,Самарская область,Province (Oblast),3239737,3215532,3212676
Aleksejevskij Rajon [Alexeyevsky Raion],Алексеевский район,District,13114,12274,11623
Bezenčukskij Rajon [Bezenchuksky Raion],Безенчукский район,District,43571,42095,40569
Bogatovskij Rajon [Bogatovsky Raion],Богатовский район,District,15565,14142,14163
Bol'šečernigovskij Rajon [Bolshechernigovsky Raion],Большечерниговский район,District,20766,19153,18199
Bol'šeglušickij Rajon [Bolsheglushitsky Raion],Большеглушицкий район,District,21626,20477,19285
Borskij Rajon [Borsky Raion],Борский район,District,24743,24433,24108
Čapajevsk [Chapayevsk],г. Чапаевск,City with Environs,73912,72705,72818
Čelno-Veršinskij Rajon [Chelno-Vershinsky Raion],Челно-Вершинский район,District,18817,16954,15673
Chvorostjanskij Rajon [Khvorostyansky Raion],Хворостянский район,District,16098,16302,15935
Isaklinskij Rajon [Isaklinsky Raion],Исаклинский район,District,14733,13395,12875
Jelchovskij Rajon [Yelkhovsky Raion],Елховский район,District,10187,10046,9771
Kamyšlinskij Rajon [Kamyshlinsky Raion],Камышлинский район,District,11868,11420,11033
Kinel' [Kinel],г. Кинель,City with Environs,53083,54890,57130
Kinel'-Čerkasskij Rajon [Kinel-Cherkassky Raion],Кинель-Черкасский район,District,48922,47362,45276
Kinel'skij Rajon [Kinelsky Raion],Кинельский район,District,30484,33258,32470
Kljavlinskij Rajon [Klyavlinsky Raion],Клявлинский район,District,16437,15988,15022
Koškinskij Rajon [Koshkinsky Raion],Кошкинский район,District,25239,24194,22919
Krasnoarmejskij Rajon [Krasnoarmeysky Raion],Красноармейский район,District,19211,18050,17325
Krasnojarskij Rajon [Krasnoyarsky Raion],Красноярский район,District,55027,54497,55108
Neftegorskij Rajon [Neftegorsky Raion],Нефтегорский район,District,32246,34478,33797
Novokujbyševsk [Novokuybyshevsk],г. Новокуйбышевск,City with Environs,115171,110729,107274
Oktjabr'sk [Oktyabrsk],г. Октябрьск,City,29016,27244,26681
Otradnyj [Otradny],г. Отрадный,City,50048,48356,47593
Pestravskij Rajon [Pestravsky Raion],Пестравский район,District,18340,17779,17287
Pochvistnevo [Pokhvistnevo],г. Похвистнево,City with Environs,28982,29261,29192
Pochvistnevskij Rajon [Pokhvistnevsky Raion],Похвистневский район,District,30180,29027,28097
Privolžskij Rajon [Privolzhsky Raion],Приволжский район,District,24552,24005,23574
Samara,г. Самара,City with Environs,1176428,1164814,1171890
Šentalinskij Rajon [Shentalinsky Raion],Шенталинский район,District,18288,16656,15924
Sergijevskij Rajon [Sergiyevsky Raion],Сергиевский район,District,48976,47548,45900
